Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Xkr4	0	NA	NA	NA	NA	NA
Rp1	0	NA	NA	NA	NA	NA
Sox17	0	NA	NA	NA	NA	NA
Mrpl15	1688.27121214167	0.0887081441062692	0.239456004195427	0.370456963083173	0.711042037535549	0.892471172208458
Lypla1	1885.37742971764	-0.041028840432383	0.26196137094423	-0.156621719776836	0.875542983896691	0.96691813731233
Tcea1	3124.53672912556	0.0852339669271622	0.252355199275869	0.337753956216239	0.735548610410216	0.903647013322855
Rgs20	0.214578471597589	-1.52941267851988	4.98069968770513	-0.307067836732908	0.758791738365348	NA
Atp6v1h	2642.21057189521	0.736065954780009	0.226584785172854	3.24852330317982	0.00116005706323928	0.0132210353110148
Oprk1	0	NA	NA	NA	NA	NA
Npbwr1	0	NA	NA	NA	NA	NA
Rb1cc1	1037.39328420182	0.59372939547962	0.236947260191339	2.50574492821809	0.0122193734609807	0.0799661524283339
Fam150a	0	NA	NA	NA	NA	NA
St18	12.8958953692837	4.43408121803459	1.79113372745846	2.47557239867643	0.0133022788574449	0.0850388356367452
Pcmtd1	347.651893919922	0.0287259326009121	0.281932677749965	0.101889333404579	0.918844516608711	0.983634327982154
Sntg1	0.519097102127983	3.67376443263336	4.82714316500731	0.761063906135005	0.446618897655983	NA
Rrs1	2216.53017764808	0.507882513266134	0.202138645796182	2.51254534364614	0.0119863700304215	0.0788981074421708
Adhfe1	3.17102037608748	-0.278029767076105	1.63629398988949	-0.169914311727615	0.865077525656733	NA
2610203C22Rik	1.49430604812414	-1.94970503142031	2.63469803050452	-0.740010812945785	0.459293433292077	NA
3110035E14Rik	0.0881164485630041	-1.52941251382487	4.9806996980118	-0.307067803030843	0.75879176401737	NA
Mybl1	271.548824838186	0.618111055692193	0.367377648366	1.68249499783503	0.0924728940870624	0.31143227656515
Vcpip1	3187.89226144155	0.17602847580959	0.202589262228034	0.868893414555472	0.384905431896168	0.694819126044854
1700034P13Rik	3.3258174756541	-1.63186220838342	1.82470833501639	-0.894313999156891	0.371153911887925	NA
Sgk3	2767.43121112427	-0.257985358314693	0.213154616391902	-1.21032029557533	0.226156012785882	0.527570288717717
Mcmdc2	12.2160541977728	-0.602493572754295	1.29109829594002	-0.466651977350519	0.640748893026374	0.856858650880828
Snhg6	655.625544541763	0.601304482643827	0.248124987063133	2.42339350728442	0.0153762607425707	0.0943674363638325
Snord87	3.05146526682108	-0.0969463239032316	2.00165383959854	-0.0484331116526499	0.961371070977471	NA
Tcf24	493.342526926784	0.711352759269451	0.269560487495786	2.6389355720414	0.00831667849487339	0.0604737227696317
Ppp1r42	1.22473027735952	1.26432874634673	3.3263503635173	0.380094881228876	0.703874985349105	NA
Cops5	3713.49398512375	0.308759563703573	0.21788867090242	1.41705193952855	0.156467742482518	0.432529993336513
Cspp1	589.320777595114	0.269879671120438	0.263238901779505	1.02522715790121	0.305256016729596	0.618268987134027
Arfgef1	4164.82759652204	0.80709168746862	0.278278119888033	2.90030595216526	0.00372798583585339	0.032992011304627
Cpa6	0	NA	NA	NA	NA	NA
Mir467e	0	NA	NA	NA	NA	NA
Prex2	0.222470186626279	2.46923993580448	4.88146526610576	0.505839906912693	0.612969040972187	NA
A830018L16Rik	11.0396992384873	-4.84157274594314	1.2514413461904	-3.86879717589777	0.000109373574420942	0.00190736469053294
Mir6341	0	NA	NA	NA	NA	NA
Gm17644	0	NA	NA	NA	NA	NA
Sulf1	0	NA	NA	NA	NA	NA
Slco5a1	0.838206951664441	0	4.52619252591086	0	1	NA
