Gene	Ctrl.0h	Ctrl.CpG.6h	Emp_CpG_6h	Emp_Uns	NCoR1_CpG_6h	NCoR1_Uns	SMRT.0h	SMRT.CpG.6h
77	1600014C10Rik	8.37361277960217	8.36018981738726	9.35735275804404	9.3712320640172	11.3944660978804	9.06755472802997	8.76613144039606	10.5632819863533
78	1600014C23Rik	6.25135146586469	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25249827057813	6.22191137551199
79	1600014K23Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
80	1600015I10Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
81	1600019K03Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
82	1600020E01Rik	7.36544533933883	7.65433943184422	7.3430374622382	7.05817491822792	7.57087171306551	7.04780512089672	7.34978361769175	7.65200269627207
83	1600023N17Rik	6.45326863484821	6.63078954928792	6.6566791679589	6.54696095737711	6.4600776386531	6.37804785937048	6.50953173569457	6.56232059154522
84	1600025M17Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
85	1600027J07Rik	6.25785337607531	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
86	1600029I14Rik	6.28408465352312	6.22191137551199	6.64519503636408	6.54900795454955	6.22191137551199	6.47756444478775	6.49316984609228	6.44317863538362
87	1600029O15Rik	6.22191137551199	6.2682037160469	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25470794944668	6.22191137551199
88	1700001C02Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
89	1700001C19Rik	6.22191137551199	6.22191137551199	6.30235162096704	6.22191137551199	6.44677965652498	6.40280957157694	6.35347392746184	6.25554264113537
90	1700001D01Rik	6.28216611063615	6.29113637764694	6.30235162096704	6.22191137551199	6.22191137551199	6.22191137551199	6.29057617856092	6.22191137551199
91	1700001F09Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
92	1700001G01Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
93	1700001G11Rik	6.56636687385842	6.74290968092037	6.62601790174176	6.66742894205481	6.76911792124763	6.53495412065408	6.42827948129885	6.38013301868876
94	1700001G17Rik	6.64110203153022	6.59033100074412	6.56915881483903	6.52892819602811	6.51343591390681	6.48989570916989	6.54767678617371	6.547951309638
95	1700001J03Rik	6.25614781358843	6.31049708079893	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.2890910513015	6.33017486721939
96	1700001J11Rik	6.25321859530269	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
97	1700001K19Rik	7.07542319954961	6.93417763299411	6.66940939786025	6.69728109253052	6.85290483627026	6.87304268725267	7.23699328065647	7.04447289431917
98	1700001K23Rik	6.30210680665769	6.27187603093302	6.22191137551199	6.3506167974179	6.29907646011862	6.4169757010236	6.27572273704495	6.22191137551199
99	1700001L05Rik	7.6654958207928	7.95275535128681	7.99222225397101	7.63302149063265	7.5302453630802	7.77714611246162	8.09420787259848	8.12240153716114
100	1700001L19Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25249827057813	6.25554264113537
101	1700001O22Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
102	1700001P01Rik	6.38863605912561	6.50089672074231	6.48299027580187	6.3506167974179	6.42232879393747	6.30548610207951	6.3992217387534	6.42993411383552
103	1700003C15Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
104	1700003D09Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25568762670049
105	1700003E16Rik	6.68861558255412	6.53161456492449	6.6094756174266	6.66742894205481	6.53401955979483	6.50245737817549	6.70944912109422	6.66628041287288
106	1700003E24Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
107	1700003F12Rik	6.62864931588611	6.60233360867982	6.22191137551199	6.36576088718805	6.39041787598542	6.41860701250297	6.47923216393	6.47021985833686
108	1700003G13Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
109	1700003G18Rik	6.22191137551199	6.26147896818089	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.31757095901339
110	1700003H04Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
111	1700003I22Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
112	1700003L19Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.31325279137879	6.22191137551199	6.22191137551199	6.22191137551199
113	1700003M02Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.29907646011862	6.2810241481508	6.25201255047821	6.25568762670049
114	1700003M07Rik	6.22191137551199	8.75952428370576	8.6808195711567	6.22191137551199	8.20140680817373	6.33296999499705	6.28639565233303	8.69874442970221
115	1700003P14Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
116	1700006A11Rik	6.25614781358843	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
117	1700006E09Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
118	1700006F04Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
119	1700006H21Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
120	1700007B14Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
121	1700007F19Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25629447736681	6.22191137551199
122	1700007G11Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25249827057813	6.25829346823229
123	1700007J10Rik	6.54948306617451	6.55554231967302	6.30235162096704	6.48489398142606	6.31325279137879	6.39885536880802	6.70691549164354	6.71083584806291
124	1700007K09Rik	6.32641954121853	6.41642454233124	6.22191137551199	6.22191137551199	6.33098737807066	6.22191137551199	6.2890910513015	6.2920697194208
125	1700007K13Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.31325279137879	6.30548610207951	6.25998928349478	6.25554264113537
126	1700007L15Rik	6.94402788597181	7.23227377595649	7.32426743932632	7.00928453567564	7.30557968346374	7.01691799739285	7.01960944725788	7.35436090983981
127	1700007P06Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
128	1700008C04Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
129	1700008J07Rik	7.28876265477736	7.48154088414655	7.51555234370837	7.25517913379045	7.4101398921527	7.17816393330011	7.27156457973774	7.46158619923652
130	1700008K24Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
131	1700008O03Rik	6.54945698219408	6.53167001701908	6.48299027580187	6.3506167974179	6.39041787598542	6.38405514515903	6.39241746059932	6.55200646543698
132	1700008P02Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
133	1700009C05Rik	6.22191137551199	6.26147896818089	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
134	1700009J07Rik	8.13238248136526	7.25289430455093	6.98682732516526	7.88135358995521	6.78570842141932	8.16240742125466	7.41919031024168	6.63087285977239
135	1700009N14Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
136	1700010B08Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
137	1700010D01Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
138	1700010I02Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
139	1700010I14Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
140	1700010J16Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
141	1700010K23Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
142	1700011A15Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
143	1700011B04Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.31325279137879	6.22191137551199	6.22191137551199	6.22191137551199
144	1700011C11Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
145	1700011E24Rik	6.22191137551199	6.26194225944846	6.38753890831221	6.22191137551199	6.31325279137879	6.22191137551199	6.32337275249561	6.33814878944074
146	1700011H14Rik	6.25272602028345	6.25726376431319	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
147	1700011I03Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.28632807543835	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
148	1700011L22Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.29907646011862	6.22191137551199	6.29057617856092	6.25568762670049
149	1700011M02Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
150	1700012A03Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
151	1700012B07Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
152	1700012B09Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
153	1700012C14Rik	6.25135146586469	6.22191137551199	6.30235162096704	6.28632807543835	6.22191137551199	6.22191137551199	6.25201255047821	6.25568762670049
154	1700012D01Rik	6.89934020436938	6.98023927522869	6.68233087920708	6.74685949842546	6.83662822637726	6.87145878447538	7.06900215597226	7.01390538805079
155	1700012D14Rik	6.57033838731893	6.57145345488802	6.42997602326054	6.49112086536677	6.42232879393747	6.41742214775482	6.59632309332122	6.71821675100022
156	1700012D16Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
157	1700012H19Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
158	1700012I11Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
159	1700012L04Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.36753354560427	6.22191137551199	6.22191137551199	6.25629447736681	6.22191137551199
160	1700012P22Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
161	1700013D24Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
162	1700013F07Rik	6.25614781358843	6.25726376431319	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
163	1700013G24Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
164	1700013H16Rik	12.8892577991986	12.3471451987313	10.579694102334	11.6217408360981	10.1060867561005	11.6800489152157	7.60460947021888	7.10026647377415
165	1700015E13Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
166	1700015F17Rik	6.22191137551199	6.22191137551199	6.30709866285715	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
167	1700015G11Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
168	1700016C15Rik	6.25614781358843	6.22191137551199	6.36109416709048	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
169	1700016D06Rik	6.25321859530269	6.25383105586133	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25201255047821	6.22191137551199
170	1700016G22Rik	6.28916059586601	6.22191137551199	6.30235162096704	6.22191137551199	6.39041787598542	6.22191137551199	6.22191137551199	6.25829346823229
171	1700016H13Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.25829346823229
172	1700016K19Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
173	1700016L04Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.37990904876062	6.2810241481508	6.25998928349478	6.22191137551199
174	1700016L21Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
175	1700016P04Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
176	1700017B05Rik	10.082886388239	9.43288980805859	8.94125657278071	9.50144237309668	9.02712993562477	9.9618816937307	9.63412600853265	8.78847310049965
177	1700017D01Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.29907646011862	6.22191137551199	6.22191137551199	6.25554264113537
178	1700017G19Rik	6.22191137551199	6.26194225944846	6.22191137551199	6.22191137551199	6.22191137551199	6.2810241481508	6.22191137551199	6.22191137551199
179	1700017J07Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
180	1700017L05Rik	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199	6.22191137551199
